ADDARIO;SYLVELIE;1;20;12;2020;20;20;1;30;jen sais rien;
TOUABI;ANNE-CHRISTEL;
TOUPIOLLE;SAMEIRA;
TOURNEDOUET;GEORG;
TOUZANI;LARY;
TRABET;JABRIL;
TRAHOT;EYLINE;
TRAMESON;NADIRE;
TREILLY;SHERIN;
TREPREAU;SHREYA;
TRETZ;C�LYANN;
TRIMBUR;ALYSSIA;
TRIOULET;OCTAVIAN;
TROCHAIN;GARLONN;
TROQUEREAU;LIWENN;
TSAI;FAYAD;
TURLURE;SAFA;
UDE;KANTHIO;
VACARESSE;CHAH�N;
VAILLET;YUI;
VAISSIERES;HANNAN;
VALEPYN;KEDY;
VALLEAUX;OZER;
VALLINA;CAHIT;
VALROMEX;NAFILA;
VANDERMAESEN;NADY;
VANDESTEENE;LISE-H�L�NE;
VANDEWYNGAERDE;GWENNINA;
VAN DUFFEL;KINGSTON;
VANDYSTADT;REHAN;
VANMEEN;SAMANA;
VANSTRACEELE;STEPHAN;
VAREZ;SABRILLA;
VARVOU;FLORANIE;
VASINA;MARIKA;
VATBLE;SYLLA;
VATTAUT;TH�R�SE;
VEILER;ABDESSAMED;
VELAY;AURORA;
VENDRELL;ELIEL;
VENIANT;PAULIUS;
VERA;MOUSSIA;
VERCAEMER;SAJIDA;
VERNIERES;JOHNA;
VERQUIN;NYSSIA;
VERSTRAETEN;LAURINNE;
VERVAECKE;FATENE;
VICAIGNE;LAURETTE;
VICHY;RAPHAEL;
VIELJEUX;ARWENN;
VILLELE;L�A-MARIA;
VILLEROY;JAYAN;
VINALS;JIHAD;
VINDRET;CHARLES-AUGUSTE;
VITOT;HAFFIDA;
VITTET;GHANI;
VOITURIEZ;JEAN-GILLES;
VOUILLAT;WESLLEY;
VROLYK;ALTINA;
VUAILLE;KENJI;
WADIN;GAUVIN;
WAFLART;JULIANIE;
WALBRECQUE;GHAITH;
WALME;RAYLAN;
WATA;AINTZANE;
WELCH;THANAIS;
WESTERDYK;LHOU;
WICQUART;JOUDY;
WILKIN;IBA;
WITTERS;JAZON;
WOILLEZ;JULIETTE;
WYBRECHT;ROSE-AIM�E;
YGOUT;TANIYA;
YVET;SANIYA;
ZARCHER;NEWEL;
ZAVROSA;FLORESTINE;
ZEMA;MARIA-GRACIA;
ZERDOUM;GRISELDA;
ZITT;YDRISS;
ZONGHERO;IZZA;
ZUSSA;SAHIL;
